	名称	代码	市值（亿元）	涨跌幅	pe	pb	一级行业代码	一级行业名称	二级行业代码	二级行业名称	持有市值（元）	日盈亏	相关指数
560	皖通高速	600012.XSHG	94.209	0.7%	8.44	0.9	801170	交通运输I	801175	高速公路II	437.68	3.06	中证1000,中证红利
561	江淮汽车	600418.XSHG	89.5537	1.48%	-12.57	0.69	801880	汽车I	801094	汽车整车II	436.82	6.46	中证500
562	世茂股份	600823.XSHG	145.5453	0.0%	5.89	0.6	801180	房地产I	801181	房地产开发II	435.65	0.0	中证500,金融地产
563	柳工	000528.XSHE	93.1426	0.32%	9.73	0.92	801890	机械设备I	801074	专用设备II	434.26	1.39	中证500
564	牧原股份	002714.XSHE	1956.5175	-4.72%	125.67	12.16	801010	农林牧渔I	801017	畜禽养殖II	432.78	-20.43	沪深300,基本面120
565	嘉泽新能	601619.XSHG	72.8741	-0.27%	28.33	2.61	801160	公用事业I	801161	电力II	432.65	-1.17	中证1000,中证环保
566	浙江东方	600120.XSHG	126.8335	0.5%	16.86	1.17	801790	非银金融I	801191	多元金融II	431.71	2.16	中证500
567	顾家家居	603816.XSHG	232.6607	-0.54%	20.76	4.56	801140	轻工制造I	801142	家用轻工II	431.71	-2.33	中证500
568	华灿光电	300323.XSHE	53.2975	0.82%	-5.51	1.03	801080	电子I	801084	光学光电子II	429.82	3.52	中证1000,创业板,中证环保
569	三友化工	600409.XSHG	113.9521	0.36%	20.0	1.03	801030	化工I	801033	化学原料II	429.15	1.54	中证500
570	湖南黄金	002155.XSHE	87.2681	-1.38%	45.3	1.78	801050	有色金属I	801053	黄金II	429.15	-5.92	中证500
571	天山股份	000877.XSHE	111.3744	-0.75%	6.72	1.21	801710	建筑材料I	801711	水泥制造II	429.15	-3.22	中证500
572	卧龙电驱	600580.XSHG	128.7987	2.41%	12.86	1.93	801730	电气设备I	801731	电机II	429.15	10.34	中证500
573	步长制药	603858.XSHG	233.6816	-1.12%	11.56	1.79	801150	医药生物I	801155	中药II	428.98	-4.8	沪深300,全指医药
574	中利集团	002309.XSHE	50.6508	-0.52%	-15.55	0.59	801730	电气设备I	801733	电源设备II	428.34	-2.23	中证1000,中证环保
575	江中药业	600750.XSHG	64.155	-0.16%	12.88	1.82	801150	医药生物I	801155	中药II	424.09	-0.68	中证500,全指医药
576	中鼎股份	000887.XSHE	99.0085	-0.49%	14.86	1.15	801880	汽车I	801093	汽车零部件II	424.04	-2.08	中证500
577	机器人	300024.XSHE	210.0083	-0.07%	51.59	3.27	801890	机械设备I	801072	通用机械II	423.48	-0.3	沪深300,创业板
578	泰禾集团	000732.XSHE	140.374	-0.18%	4.34	0.64	801180	房地产I	801181	房地产开发II	423.2	-0.76	基本面120,中证500,金融地产
579	美尚生态	300495.XSHE	74.4418	-0.45%	20.7	1.74	801720	建筑装饰I	801725	园林工程II	422.48	-1.9	中证1000,中证环保
580	上实发展	600748.XSHG	106.4313	-0.69%	13.23	1.03	801180	房地产I	801181	房地产开发II	421.93	-2.91	中证500,金融地产
581	中信重工	601608.XSHG	153.6154	0.28%	114.9	2.12	801890	机械设备I	801074	专用设备II	421.49	1.18	中证500
582	大连港	601880.XSHG	256.6013	0.5%	41.24	1.38	801170	交通运输I	801171	港口II	421.49	2.11	中证500
583	郑煤机	601717.XSHG	105.5075	0.49%	8.74	0.86	801880	汽车I	801093	汽车零部件II	421.49	2.07	中证500
584	东方盛虹	000301.XSHE	202.6614	-0.6%	16.15	1.5	801030	化工I	801032	化学纤维II	421.49	-2.53	中证500
585	阳泉煤业	600348.XSHG	124.3385	0.19%	5.75	0.71	801020	采掘I	801021	煤炭开采II	418.93	0.8	中证500
586	齐翔腾达	002408.XSHE	127.9926	0.28%	19.12	1.68	801030	化工I	801034	化学制品II	418.93	1.17	中证500
587	中材国际	600970.XSHG	108.3755	-0.16%	7.18	1.11	801720	建筑装饰I	801724	专业工程II	418.93	-0.67	中证500
588	苏宁环球	000718.XSHE	108.9434	1.67%	8.73	1.4	801180	房地产I	801181	房地产开发II	417.46	6.97	基本面120,中证500,金融地产
589	蒙草生态	300355.XSHE	49.4107	-0.32%	10443.93	1.31	801720	建筑装饰I	801725	园林工程II	417.34	-1.34	中证1000,中证环保
590	江苏新能	603693.XSHG	60.0696	-0.62%	26.96	1.33	801160	公用事业I	801161	电力II	416.67	-2.58	中证1000,中证环保
591	鸿达兴业	002002.XSHE	101.2187	1.02%	23.37	1.54	801030	化工I	801033	化学原料II	416.38	4.25	中证500
592	天津港	600717.XSHG	124.2009	0.49%	19.81	0.75	801170	交通运输I	801171	港口II	416.38	2.04	中证500
593	多氟多	002407.XSHE	81.8653	-0.25%	-1651.79	2.39	801030	化工I	801034	化学制品II	413.83	-1.03	中证500
594	雅化集团	002497.XSHE	58.0006	-0.99%	52.26	2.11	801030	化工I	801034	化学制品II	413.32	-4.09	中证1000,中证环保
595	宁波华翔	002048.XSHE	90.4272	-1.39%	10.08	1.02	801880	汽车I	801093	汽车零部件II	411.27	-5.72	中证500
596	华测检测	300012.XSHE	229.8995	-2.38%	49.05	7.6	801230	综合I	801231	综合II	409.29	-9.74	中证1000,创业板
597	裕同科技	002831.XSHE	210.0651	-0.5%	20.77	3.5	801140	轻工制造I	801141	包装印刷II	408.72	-2.04	中证500
598	奥瑞金	002701.XSHE	101.0392	-0.93%	48.06	1.74	801140	轻工制造I	801141	包装印刷II	408.72	-3.8	中证500
599	跨境通	002640.XSHE	105.1678	2.07%	21.13	1.31	801200	商业贸易I	801203	一般零售II	406.16	8.41	中证500
600	华峰氨纶	002064.XSHE	96.5837	-0.87%	21.78	2.35	801030	化工I	801032	化学纤维II	403.61	-3.51	中证500
601	中信建投	601066.XSHG	1708.967	-0.09%	36.19	3.77	801790	非银金融I	801193	证券II	402.73	-0.36	上证50,沪深300,证券公司,金融地产
602	上海梅林	600073.XSHG	72.7678	-0.64%	21.28	1.83	801120	食品饮料I	801124	食品加工II	401.05	-2.57	中证500
603	东方时尚	603377.XSHG	110.544	-1.17%	49.5	6.46	801880	汽车I	801092	汽车服务II	398.5	-4.66	中证500
604	中新药业	600329.XSHG	102.5677	-0.22%	16.93	1.97	801150	医药生物I	801155	中药II	397.62	-0.87	中证500,全指医药
605	恺英网络	002517.XSHE	57.0417	0.38%	-23.13	1.16	801760	传媒I	801752	互联网传媒II	395.06	1.5	中证500,中证传媒
606	中国联通	600050.XSHG	1778.2313	-0.35%	36.09	1.24	801770	通信I	801223	通信运营II	394.29	-1.38	上证50,沪深300
607	洪都航空	600316.XSHG	91.3604	0.39%	63.52	1.9	801740	国防军工I	801742	航空装备II	393.39	1.53	中证500
608	首钢股份	000959.XSHE	181.4261	0.29%	12.1	0.67	801040	钢铁I	801041	钢铁II	392.23	1.14	基本面60,基本面120,中证500
609	酒钢宏兴	600307.XSHG	127.7725	0.98%	10.05	1.08	801040	钢铁I	801041	钢铁II	390.83	3.83	中证500
610	亿利洁能	600277.XSHG	103.258	-0.27%	12.01	0.68	801030	化工I	801033	化学原料II	388.28	-1.05	中证500
611	迈克生物	300463.XSHE	157.2712	-4.54%	31.23	5.23	801150	医药生物I	801153	医疗器械II	384.31	-17.45	中证1000,创业板,全指医药
612	中国石油	601857.XSHG	10285.7793	-0.36%	24.96	0.84	801020	采掘I	801023	石油开采II	383.29	-1.38	上证50,沪深300,300价值
613	胜利精密	002426.XSHE	78.4666	0.44%	-5.62	1.04	801890	机械设备I	801072	通用机械II	383.17	1.69	中证500
614	蓝帆医疗	002382.XSHE	118.1902	-1.63%	25.62	1.41	801150	医药生物I	801153	医疗器械II	383.12	-6.24	中证500,全指医药
615	张家港行	002839.XSHE	99.7773	0.72%	10.79	1.01	801780	银行I	801192	银行II	380.99	2.74	中证500,金融地产
616	联络互动	002280.XSHE	84.4734	4.9%	-10.71	1.6	801750	计算机I	801222	计算机应用II	378.06	18.52	中证500
617	中色股份	000758.XSHE	79.366	0.0%	-49.1	1.53	801050	有色金属I	801055	工业金属II	378.06	0.0	中证500
618	中国中铁	601390.XSHG	1403.0001	-0.35%	7.15	0.77	801720	建筑装饰I	801723	基础建设II	377.33	-1.32	上证50,沪深300,300价值
619	兴发集团	600141.XSHG	90.1046	0.31%	28.89	1.19	801030	化工I	801034	化学制品II	375.51	1.16	中证500
620	华东科技	000727.XSHE	93.3091	0.97%	-7.72	1.17	801080	电子I	801084	光学光电子II	372.95	3.62	中证500
621	西部建设	002302.XSHE	141.5099	-0.98%	20.45	1.99	801710	建筑材料I	801713	其他建材II	372.95	-3.65	中证500
622	博雅生物	300294.XSHE	131.4274	0.03%	26.22	3.46	801150	医药生物I	801152	生物制品II	372.67	0.11	中证1000,创业板,全指医药
623	通化金马	000766.XSHE	65.2384	-3.85%	21.06	1.34	801150	医药生物I	801151	化学制药II	372.39	-14.34	中证500,全指医药
624	上海机场	600009.XSHG	1471.8109	-2.0%	28.94	4.75	801170	交通运输I	801174	机场II	372.02	-7.44	沪深300
625	深信服	300454.XSHE	466.3183	-1.02%	77.31	11.54	801750	计算机I	801222	计算机应用II	371.78	-3.79	创业板
626	滨化股份	601678.XSHG	71.969	1.07%	18.63	1.15	801030	化工I	801033	化学原料II	370.4	3.96	中证500
627	中国核建	601611.XSHG	183.75	0.14%	14.41	1.92	801720	建筑装饰I	801723	基础建设II	367.84	0.51	中证500
628	天地科技	600582.XSHG	123.7438	0.33%	11.36	0.76	801890	机械设备I	801074	专用设备II	367.84	1.21	中证500
629	巨星科技	002444.XSHE	105.3743	0.0%	11.99	1.42	801890	机械设备I	801072	通用机械II	367.84	0.0	中证500
630	皖能电力	000543.XSHE	105.8625	-0.43%	11.16	0.81	801160	公用事业I	801161	电力II	366.65	-1.58	基本面120,中证500
631	东旭蓝天	000040.XSHE	55.3117	0.0%	-25.94	0.38	801160	公用事业I	801161	电力II	366.53	0.0	中证1000,中证环保
632	万孚生物	300482.XSHE	165.3152	-2.82%	44.03	7.81	801150	医药生物I	801153	医疗器械II	366.16	-10.33	中证1000,创业板,全指医药
633	无锡银行	600908.XSHG	96.2942	-0.19%	8.07	0.9	801780	银行I	801192	银行II	361.68	-0.69	中证500,金融地产
634	福星股份	000926.XSHE	61.1164	0.0%	7.02	0.55	801180	房地产I	801181	房地产开发II	358.9	0.0	中证500,金融地产
635	新纶科技	002341.XSHE	59.5695	-0.58%	167.83	1.15	801030	化工I	801034	化学制品II	357.88	-2.08	中证1000,中证环保
636	日照港	600017.XSHG	86.7334	-0.35%	13.54	0.74	801170	交通运输I	801171	港口II	357.63	-1.25	中证500
637	铁龙物流	600125.XSHG	72.7176	0.18%	14.9	1.23	801170	交通运输I	801177	铁路运输II	357.63	0.64	中证500
638	深振业A	000006.XSHE	69.2547	0.19%	8.42	1.08	801180	房地产I	801181	房地产开发II	356.1	0.68	中证500,金融地产
639	拓普集团	601689.XSHG	148.9643	-1.42%	31.45	2.05	801880	汽车I	801093	汽车零部件II	355.07	-5.04	中证500
640	海航科技	600751.XSHG	82.6311	1.4%	28.25	0.6	801080	电子I	801082	其他电子II	352.52	4.94	中证500
641	普利制药	300630.XSHE	173.1017	-4.02%	65.0	16.47	801150	医药生物I	801151	化学制药II	350.85	-14.1	中证1000,创业板,全指医药
642	中航高科	600862.XSHG	132.8969	0.21%	32.41	3.34	801740	国防军工I	801742	航空装备II	349.96	0.73	中证500
643	淮河能源	600575.XSHG	101.4314	-0.38%	16.07	1.09	801170	交通运输I	801178	物流II	349.96	-1.33	中证500
644	中国铁建	601186.XSHG	1326.7212	-0.72%	6.64	0.82	801720	建筑装饰I	801723	基础建设II	347.61	-2.5	上证50,沪深300,300价值
645	通鼎互联	002491.XSHE	83.8933	-1.8%	46.83	1.64	801770	通信I	801102	通信设备II	347.41	-6.25	中证500
646	中兵红箭	000519.XSHE	100.9605	-0.55%	27.32	1.25	801740	国防军工I	801743	地面兵装II	347.41	-1.91	中证500
647	江阴银行	002807.XSHE	93.8296	0.46%	9.83	0.85	801780	银行I	801192	银行II	345.17	1.59	中证500,金融地产
648	迎驾贡酒	603198.XSHG	165.68	-2.7%	18.81	3.75	801120	食品饮料I	801123	饮料制造II	344.85	-9.31	中证500
649	七一二	603712.XSHG	157.7968	0.15%	60.72	6.78	801770	通信I	801102	通信设备II	342.3	0.51	中证500
650	王府井	600859.XSHG	100.2915	0.15%	9.46	0.89	801200	商业贸易I	801203	一般零售II	339.75	0.51	中证500
651	营口港	600317.XSHG	162.4719	0.0%	12.74	1.33	801170	交通运输I	801171	港口II	339.75	0.0	中证500
652	科达洁能	600499.XSHG	61.511	3.08%	-9.37	1.28	801890	机械设备I	801074	专用设备II	337.19	10.39	中证500
653	迪马股份	600565.XSHG	76.0025	0.64%	6.28	0.93	801180	房地产I	801181	房地产开发II	337.03	2.16	中证500,金融地产
654	中国重工	601989.XSHG	1214.917	0.19%	255.6	1.44	801740	国防军工I	801744	船舶制造II	334.26	0.64	上证50,沪深300
655	中航重机	600765.XSHG	69.6313	-1.12%	21.26	1.45	801740	国防军工I	801742	航空装备II	332.08	-3.72	中证500
656	湘电股份	600416.XSHG	56.8446	0.17%	-2.39	1.68	801730	电气设备I	801733	电源设备II	332.08	0.56	中证500
657	号百控股	600640.XSHG	139.0081	6.07%	83.84	3.1	801760	传媒I	801752	互联网传媒II	332.08	20.16	中证500
658	西水股份	600291.XSHG	88.9754	0.98%	-5.6	0.82	801790	非银金融I	801194	保险II	331.44	3.25	中证500,金融地产
659	金正大	002470.XSHE	82.4793	-1.59%	-173.26	0.75	801030	化工I	801034	化学制品II	330.69	-5.26	基本面120,中证500
660	翰宇药业	300199.XSHE	51.5313	-0.71%	-7.21	1.69	801150	医药生物I	801151	化学制药II	330.56	-2.35	中证500,创业板,全指医药
661	大康农业	002505.XSHE	92.7028	-0.59%	-13.75	2.03	801200	商业贸易I	801202	贸易II	329.53	-1.94	中证500
662	飞利信	300287.XSHE	53.8228	0.0%	-2.51	1.4	801750	计算机I	801222	计算机应用II	329.53	0.0	中证500
663	安洁科技	002635.XSHE	100.6247	0.62%	22.25	1.51	801080	电子I	801085	电子制造II	329.53	2.04	中证500
664	新研股份	300159.XSHE	57.0808	0.52%	67.9	0.85	801740	国防军工I	801742	航空装备II	326.66	1.7	中证500,创业板
665	紫鑫药业	002118.XSHE	70.4418	0.18%	-86.02	1.61	801150	医药生物I	801155	中药II	323.25	0.58	中证500,全指医药
666	航天机电	600151.XSHG	65.5453	0.44%	40.67	1.11	801730	电气设备I	801733	电源设备II	321.86	1.42	中证500
667	中工国际	002051.XSHE	111.738	0.11%	11.96	1.08	801720	建筑装饰I	801724	专业工程II	321.65	0.35	基本面120,中证500
668	苏宁易购	002024.XSHE	922.6249	-0.81%	4.83	1.01	801200	商业贸易I	801204	专业零售II	319.35	-2.59	沪深300,基本面60,基本面120
669	新城控股	601155.XSHG	749.2324	-0.39%	6.75	2.55	801180	房地产I	801181	房地产开发II	318.41	-1.24	沪深300,300价值,金融地产
670	北汽蓝谷	600733.XSHG	180.6222	0.0%	-73.11	1.06	801880	汽车I	801094	汽车整车II	317.73	0.0	沪深300,中证环保
671	露天煤业	002128.XSHE	157.1847	0.49%	6.67	1.0	801020	采掘I	801021	煤炭开采II	314.88	1.54	基本面120,中证500
672	科力远	600478.XSHG	62.6594	0.26%	-35.1	2.34	801080	电子I	801085	电子制造II	314.2	0.82	中证500
673	万里扬	002434.XSHE	116.044	0.0%	34.97	1.9	801880	汽车I	801093	汽车零部件II	311.65	0.0	中证500
674	中储股份	600787.XSHG	108.0102	-0.2%	16.17	0.97	801170	交通运输I	801178	物流II	311.65	-0.62	中证500
675	秦港股份	601326.XSHG	172.65099999999998	0.0%	23.67	1.2	801170	交通运输I	801171	港口II	311.65	0.0	中证500
676	世联行	002285.XSHE	65.1708	-0.63%	61.43	1.22	801180	房地产I	801181	房地产开发II	309.59	-1.95	中证500,金融地产
677	洲际油气	600759.XSHG	61.1147	0.0%	-839.01	1.14	801020	采掘I	801023	石油开采II	306.54	0.0	中证500
678	芯能科技	603105.XSHG	34.5	0.72%	87.65	2.37	801730	电气设备I	801733	电源设备II	305.57	2.2	中证1000,中证环保
679	智慧能源	600869.XSHG	112.7431	0.0%	64.24	2.18	801730	电气设备I	801734	高低压设备II	303.98	0.0	中证500
680	深圳燃气	601139.XSHG	205.9766	-2.09%	18.62	1.86	801160	公用事业I	801163	燃气II	303.98	-6.35	中证500
681	杰赛科技	002544.XSHE	68.9958	-0.17%	266.53	3.28	801770	通信I	801102	通信设备II	301.43	-0.51	中证500
682	蓝盾股份	300297.XSHE	65.1109	0.38%	18.79	1.32	801750	计算机I	801222	计算机应用II	301.43	1.15	中证500
683	崇达技术	002815.XSHE	132.6991	0.73%	25.62	3.77	801080	电子I	801083	元件II	296.32	2.16	中证500
684	大众交通	600611.XSHG	93.3829	0.25%	9.37	1.02	801170	交通运输I	801172	公交II	296.32	0.74	中证500
685	泰和新材	002254.XSHE	63.3434	0.0%	38.13	2.78	801030	化工I	801032	化学纤维II	296.32	0.0	中证500
686	健友股份	603707.XSHG	273.3795	-1.63%	50.76	9.75	801150	医药生物I	801151	化学制药II	295.33	-4.81	中证1000,全指医药
687	蓝思科技	300433.XSHE	529.7294	0.08%	77.82	3.1	801080	电子I	801085	电子制造II	294.63	0.24	沪深300,基本面60,基本面120,创业板
688	深圳华强	000062.XSHE	139.8381	-0.45%	21.31	2.78	801080	电子I	801082	其他电子II	291.21	-1.31	中证500
689	国脉科技	002093.XSHE	79.0888	-0.76%	81.28	2.39	801770	通信I	801102	通信设备II	291.21	-2.21	中证500
690	达华智能	002512.XSHE	53.6739	-1.22%	-5.22	3.69	801750	计算机I	801101	计算机设备II	288.66	-3.52	中证500
691	广晟有色	600259.XSHG	90.6916	-0.4%	-149.69	5.18	801050	有色金属I	801054	稀有金属II	288.66	-1.15	中证500
692	国瓷材料	300285.XSHE	208.9487	-1.71%	41.23	5.95	801030	化工I	801033	化学原料II	286.3	-4.9	中证1000,创业板
693	誉衡药业	002437.XSHE	69.9003	-4.09%	57.23	1.51	801150	医药生物I	801151	化学制药II	281.06	-11.5	中证500,全指医药
694	韶钢松山	000717.XSHE	107.4269	0.45%	5.84	1.44	801040	钢铁I	801041	钢铁II	280.99	1.26	中证500
695	凯利泰	300326.XSHE	97.0088	-2.98%	18.46	3.69	801150	医药生物I	801153	医疗器械II	279.42	-8.33	中证1000,全指医药
696	广宇发展	000537.XSHE	127.5827	-0.58%	4.8	0.99	801180	房地产I	801181	房地产开发II	279.35	-1.62	中证500,金融地产
697	安图生物	603658.XSHG	447.342	-6.5%	64.88	21.0	801150	医药生物I	801153	医疗器械II	278.8	-18.12	中证1000,全指医药
698	太原重工	600169.XSHG	57.4326	0.45%	115.13	1.37	801890	机械设备I	801074	专用设备II	278.44	1.25	中证500
699	德赛西威	002920.XSHE	135.3	1.71%	61.31	3.38	801750	计算机I	801222	计算机应用II	278.44	4.76	中证500
700	江特电机	002176.XSHE	54.7731	0.62%	-2.81	1.56	801730	电气设备I	801731	电机II	278.44	1.73	中证500
701	华宇软件	300271.XSHE	186.6455	1.08%	35.41	3.3	801750	计算机I	801222	计算机应用II	276.84	2.99	中证1000,创业板
702	绿地控股	600606.XSHG	794.5805	0.0%	5.56	1.06	801180	房地产I	801181	房地产开发II	275.99	0.0	沪深300,300价值,金融地产
703	鄂武商A	000501.XSHE	82.8974	0.83%	7.64	0.92	801200	商业贸易I	801203	一般零售II	273.33	2.27	中证500
704	欧普康视	300595.XSHE	207.2275	-5.48%	73.98	16.62	801150	医药生物I	801153	医疗器械II	271.14	-14.86	中证1000,全指医药
705	综艺股份	600770.XSHG	64.48	1.61%	-423.77	1.86	801230	综合I	801231	综合II	270.77	4.36	中证500
706	易事特	300376.XSHE	99.7525	-0.47%	24.43	1.92	801730	电气设备I	801733	电源设备II	268.22	-1.26	中证500
707	供销大集	000564.XSHE	132.773	1.36%	-137.51	0.43	801200	商业贸易I	801203	一般零售II	268.22	3.65	中证500
708	森源电气	002358.XSHE	60.4342	0.92%	-83.32	1.21	801730	电气设备I	801734	高低压设备II	268.22	2.47	中证500
709	中恒集团	600252.XSHG	102.1682	-1.36%	14.33	1.64	801150	医药生物I	801155	中药II	267.97	-3.64	中证1000,全指医药
710	华谊集团	600623.XSHG	139.5812	0.45%	17.61	0.77	801030	化工I	801034	化学制品II	265.67	1.2	中证500
711	冀中能源	000937.XSHE	122.9674	0.29%	16.29	0.59	801020	采掘I	801021	煤炭开采II	261.89	0.76	基本面120,中证500
712	骆驼股份	601311.XSHG	77.3122	-0.45%	12.72	1.24	801880	汽车I	801093	汽车零部件II	260.56	-1.17	中证500
713	浙江永强	002489.XSHE	91.1634	-0.24%	25.22	2.73	801140	轻工制造I	801142	家用轻工II	260.56	-0.63	中证500
714	张裕A	000869.XSHE	189.2566	-1.2%	18.89	1.91	801120	食品饮料I	801123	饮料制造II	260.56	-3.13	中证500
715	创业慧康	300451.XSHE	120.2118	-0.73%	42.04	4.82	801750	计算机I	801222	计算机应用II	259.04	-1.89	中证1000,全指医药
716	科大讯飞	002230.XSHE	726.1893	-0.48%	104.26	6.48	801750	计算机I	801222	计算机应用II	258.24	-1.24	沪深300
